,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,SkillMoves,Work Rate,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,League,Speciality
6236,M. Clarke,21,England,69,82,Portsmouth,€1.8M,€4K,Left,1.0,3.0,3.0,High/ Medium,LCB,5.0,"Jul 1, 2016",Not on loan,2020,6'2,163lbs,41.0,30.0,70.0,59.0,33.0,58.0,36.0,36.0,56.0,55.0,52.0,58.0,44.0,59.0,65.0,55.0,72.0,73.0,86.0,33.0,78.0,61.0,43.0,50.0,34.0,70.0,70.0,68.0,66.0,11.0,6.0,14.0,12.0,11.0,€4.3M,EFL LEAGUE ONE,No Speciality
6237,Witi,21,Mozambique,69,76,CD Nacional,€1.5M,€5K,Left,1.0,3.0,3.0,Medium/ Medium,RW,23.0,"Jul 1, 2015",Not on loan,2020,5'8,141lbs,61.0,62.0,45.0,65.0,49.0,70.0,51.0,49.0,51.0,73.0,86.0,89.0,83.0,68.0,81.0,67.0,48.0,75.0,34.0,63.0,46.0,23.0,60.0,59.0,61.0,59.0,23.0,36.0,35.0,9.0,7.0,12.0,16.0,12.0,€3.4M,0,No Speciality
6238,Auro,22,Brazil,69,78,Toronto FC,€1.4M,€3K,Right,1.0,3.0,4.0,High/ Medium,RB,96.0,"Feb 13, 2018",Not on loan,2018,5'6,141lbs,65.0,35.0,49.0,65.0,36.0,71.0,67.0,41.0,61.0,67.0,77.0,76.0,86.0,66.0,88.0,73.0,80.0,84.0,51.0,65.0,62.0,63.0,64.0,66.0,44.0,65.0,63.0,68.0,68.0,16.0,16.0,12.0,12.0,10.0,€2.4M,MLS,No Speciality
6239,K. Palmer,21,England,69,77,Blackburn Rovers,€1.6M,€14K,Right,1.0,4.0,3.0,High/ Medium,CAM,45.0,"Jul 1, 2014",Not on loan,2021,5'9,150lbs,63.0,63.0,55.0,64.0,61.0,75.0,65.0,63.0,63.0,73.0,76.0,73.0,74.0,59.0,75.0,66.0,58.0,65.0,62.0,62.0,47.0,31.0,66.0,71.0,57.0,71.0,37.0,46.0,46.0,7.0,16.0,9.0,11.0,16.0,€3.3M,EFL CHAMPIONSHIP,No Speciality
6240,B. Radunović,22,Serbia,69,80,US Cremonese,€1.4M,€7K,Right,1.0,2.0,1.0,Medium/ Medium,GK,22.0,N/A,Atalanta,"Jun 30, 2019",6'4,198lbs,15.0,19.0,15.0,31.0,13.0,17.0,13.0,14.0,25.0,21.0,42.0,41.0,35.0,54.0,41.0,24.0,55.0,26.0,70.0,15.0,24.0,22.0,13.0,36.0,22.0,53.0,20.0,13.0,14.0,70.0,69.0,64.0,70.0,72.0,No Release Clause,0,Goalkeeper
6241,M. Diallo,32,Senegal,69,69,Nîmes Olympique,€600K,€8K,Right,1.0,3.0,2.0,Medium/ High,CDM,2.0,"Jul 11, 2018",Not on loan,2020,6'4,172lbs,59.0,48.0,77.0,73.0,46.0,57.0,50.0,46.0,66.0,67.0,34.0,39.0,35.0,70.0,41.0,60.0,75.0,61.0,80.0,60.0,88.0,65.0,50.0,54.0,48.0,62.0,66.0,67.0,65.0,8.0,12.0,7.0,13.0,16.0,€1.2M,LIGUE 1 CONFORAMA,No Speciality
6242,Negueba,26,Brazil,69,70,Gyeongnam FC,€1.2M,€4K,Right,1.0,3.0,4.0,High/ Medium,RM,77.0,"Mar 5, 2018",Not on loan,2022,5'10,143lbs,66.0,64.0,59.0,68.0,58.0,75.0,61.0,53.0,61.0,70.0,83.0,88.0,87.0,63.0,76.0,64.0,73.0,69.0,46.0,56.0,61.0,43.0,62.0,61.0,61.0,67.0,43.0,29.0,21.0,6.0,14.0,11.0,8.0,7.0,€1.6M,K-LEAGUE 1,No Speciality
6243,J. Repas,21,Slovenia,69,80,Stade Malherbe Caen,€1.8M,€9K,Left,1.0,5.0,3.0,High/ Medium,LW,9.0,"Aug 25, 2017",Not on loan,2021,5'7,150lbs,66.0,60.0,52.0,73.0,57.0,73.0,60.0,60.0,66.0,73.0,79.0,78.0,70.0,61.0,72.0,65.0,57.0,55.0,57.0,59.0,39.0,35.0,63.0,60.0,62.0,55.0,44.0,40.0,39.0,14.0,13.0,6.0,8.0,6.0,€4M,LIGUE 1 CONFORAMA,No Speciality
6244,N. Mäenpää,33,Finland,69,69,Bristol City,€525K,€14K,Right,1.0,3.0,1.0,Medium/ Medium,GK,33.0,"Aug 1, 2018",Not on loan,2019,6'3,190lbs,16.0,12.0,12.0,31.0,12.0,17.0,12.0,13.0,15.0,16.0,31.0,38.0,55.0,69.0,30.0,24.0,50.0,38.0,61.0,14.0,32.0,15.0,15.0,27.0,14.0,41.0,13.0,9.0,12.0,70.0,69.0,65.0,66.0,66.0,€998K,EFL CHAMPIONSHIP,Goalkeeper
6245,P. Cibicki,24,Sweden,69,74,Molde FK,€1.4M,€19K,Right,1.0,2.0,3.0,High/ Medium,LW,24.0,N/A,Leeds United,"Dec 31, 2018",6'0,146lbs,62.0,64.0,57.0,63.0,64.0,66.0,67.0,68.0,50.0,66.0,77.0,82.0,85.0,75.0,66.0,63.0,68.0,79.0,58.0,65.0,57.0,21.0,71.0,68.0,56.0,64.0,25.0,32.0,30.0,8.0,8.0,7.0,12.0,6.0,No Release Clause,ELITESERIEN,No Speciality
6246,T. Touré,24,Ivory Coast,69,72,Angers SCO,€1.3M,€9K,Right,1.0,3.0,3.0,High/ Medium,LM,7.0,"Aug 31, 2017",Not on loan,2021,5'9,161lbs,69.0,61.0,67.0,72.0,68.0,71.0,74.0,68.0,63.0,70.0,71.0,75.0,73.0,63.0,73.0,67.0,70.0,64.0,64.0,68.0,66.0,46.0,65.0,67.0,66.0,69.0,37.0,42.0,35.0,10.0,14.0,9.0,12.0,8.0,€2.8M,LIGUE 1 CONFORAMA,No Speciality
6247,T. Jibril,20,Nigeria,69,76,Portimonense SC,€1.5M,€4K,Right,1.0,3.0,3.0,High/ Medium,RW,14.0,"Jul 1, 2018",Not on loan,2021,5'10,163lbs,69.0,73.0,61.0,72.0,41.0,71.0,38.0,32.0,61.0,73.0,74.0,76.0,61.0,61.0,62.0,63.0,58.0,67.0,42.0,64.0,26.0,16.0,68.0,41.0,60.0,62.0,13.0,14.0,12.0,8.0,9.0,11.0,10.0,14.0,€3.4M,LIGA NOS,No Speciality
6248,M. Morys,31,Germany,69,69,VfR Aalen,€925K,€2K,Right,1.0,3.0,3.0,High/ Medium,LS,10.0,"Jul 1, 2015",Not on loan,2020,6'0,172lbs,64.0,65.0,55.0,64.0,57.0,70.0,63.0,60.0,44.0,64.0,91.0,90.0,73.0,64.0,69.0,68.0,62.0,80.0,67.0,58.0,67.0,24.0,65.0,64.0,55.0,73.0,37.0,23.0,25.0,6.0,9.0,16.0,11.0,7.0,€1.3M,3. LIGA,No Speciality
6249,S. Schonlau,23,Germany,69,73,SC Paderborn 07,€1.2M,€5K,Right,1.0,3.0,2.0,Medium/ Medium,LCB,13.0,"Jul 1, 2013",Not on loan,2020,6'1,170lbs,40.0,29.0,63.0,64.0,31.0,50.0,34.0,42.0,58.0,57.0,67.0,71.0,64.0,66.0,59.0,48.0,77.0,69.0,75.0,37.0,64.0,67.0,43.0,44.0,49.0,54.0,66.0,72.0,66.0,15.0,13.0,11.0,8.0,9.0,€1.9M,0,No Speciality
6250,A. Favilli,21,Italy,69,81,Genoa,€1.9M,€30K,Left,1.0,3.0,3.0,High/ Medium,ST,39.0,N/A,Juventus,"Jun 30, 2019",6'3,172lbs,37.0,72.0,72.0,56.0,65.0,65.0,52.0,39.0,37.0,67.0,72.0,68.0,59.0,58.0,72.0,65.0,59.0,68.0,76.0,55.0,29.0,10.0,72.0,40.0,67.0,60.0,21.0,24.0,10.0,4.0,5.0,5.0,4.0,3.0,No Release Clause,SERIE A TIM,No Speciality
6251,D. Pisot,30,Germany,69,69,Karlsruher SC,€775K,€4K,Right,1.0,3.0,2.0,Medium/ Medium,LCB,5.0,"Jul 1, 2017",Not on loan,2019,6'1,176lbs,58.0,44.0,65.0,59.0,49.0,56.0,48.0,42.0,58.0,68.0,64.0,74.0,66.0,62.0,59.0,59.0,80.0,72.0,78.0,51.0,70.0,64.0,43.0,52.0,69.0,65.0,63.0,70.0,68.0,10.0,8.0,8.0,7.0,16.0,€1.1M,3. LIGA,No Speciality
6252,Noguera,28,Spain,69,69,CD Numancia,€1.1M,€6K,Right,1.0,4.0,3.0,Medium/ Medium,RM,7.0,"Jul 2, 2018",Not on loan,2020,5'9,159lbs,65.0,63.0,40.0,76.0,52.0,71.0,56.0,57.0,71.0,66.0,69.0,76.0,74.0,68.0,82.0,54.0,65.0,33.0,36.0,66.0,49.0,62.0,69.0,70.0,53.0,57.0,56.0,65.0,43.0,12.0,11.0,11.0,12.0,12.0,€1.7M,LALIGA 1 | 2 | 3,No Speciality
6253,D. Rubio,25,Chile,69,73,Sporting Kansas City,€1.4M,€4K,Right,1.0,3.0,3.0,Medium/ Low,ST,11.0,"Sep 1, 2016",Not on loan,2018,5'10,170lbs,52.0,70.0,67.0,63.0,69.0,67.0,61.0,42.0,49.0,69.0,70.0,66.0,73.0,62.0,77.0,73.0,69.0,70.0,61.0,65.0,66.0,23.0,70.0,58.0,74.0,63.0,28.0,40.0,40.0,7.0,12.0,11.0,15.0,9.0,€2.2M,0,No Speciality
6254,S. Hedlund,25,Sweden,69,72,1. FC Union Berlin,€1.3M,€15K,Right,1.0,4.0,3.0,High/ Medium,LW,17.0,"Aug 29, 2016",Not on loan,2020,5'9,150lbs,63.0,63.0,43.0,64.0,59.0,73.0,68.0,52.0,52.0,68.0,91.0,90.0,88.0,61.0,81.0,67.0,58.0,79.0,47.0,58.0,74.0,25.0,62.0,60.0,42.0,66.0,32.0,14.0,22.0,13.0,11.0,14.0,10.0,8.0,€2.2M,0,No Speciality
6255,R. Dugimont,32,France,69,69,AJ Auxerre,€825K,€4K,Right,1.0,3.0,3.0,High/ Low,CAM,29.0,"Aug 13, 2018",Not on loan,2021,6'0,165lbs,70.0,72.0,72.0,70.0,65.0,68.0,67.0,66.0,63.0,71.0,61.0,68.0,72.0,56.0,60.0,74.0,70.0,84.0,76.0,73.0,68.0,37.0,74.0,65.0,70.0,67.0,45.0,29.0,26.0,6.0,7.0,11.0,12.0,12.0,€1.5M,DOMINO'S LIGUE 2,No Speciality
6256,A. Montero,23,Colombia,69,79,Deportes Tolima,€1.3M,€1K,Right,1.0,3.0,1.0,Medium/ Medium,GK,31.0,"Jan 8, 2018",Not on loan,2023,6'5,187lbs,20.0,18.0,14.0,39.0,19.0,16.0,18.0,14.0,21.0,24.0,42.0,44.0,32.0,65.0,48.0,25.0,55.0,32.0,80.0,17.0,26.0,16.0,19.0,30.0,25.0,41.0,18.0,18.0,14.0,70.0,67.0,61.0,66.0,72.0,€2.1M,LIGA DIMAYOR,Goalkeeper
6257,M. Hartel,22,Germany,69,76,1. FC Union Berlin,€1.5M,€14K,Right,1.0,4.0,3.0,Medium/ Medium,LW,7.0,"Jul 1, 2017",Not on loan,2020,5'9,152lbs,59.0,59.0,45.0,71.0,60.0,74.0,67.0,52.0,63.0,76.0,78.0,73.0,85.0,63.0,78.0,67.0,56.0,68.0,45.0,59.0,47.0,35.0,62.0,62.0,48.0,55.0,29.0,28.0,27.0,14.0,15.0,8.0,10.0,12.0,€2.7M,0,No Speciality
6258,Adrián Ortolá,24,Spain,69,75,Deportivo de La Coruña,€1.1M,€31K,Left,1.0,3.0,1.0,Medium/ Medium,GK,13.0,N/A,FC Barcelona,"Jun 30, 2019",6'0,159lbs,19.0,14.0,16.0,21.0,10.0,18.0,20.0,12.0,22.0,23.0,49.0,52.0,54.0,63.0,62.0,23.0,72.0,43.0,54.0,17.0,20.0,19.0,12.0,38.0,29.0,49.0,20.0,13.0,16.0,71.0,67.0,72.0,69.0,68.0,No Release Clause,0,Goalkeeper
6259,D. Ismail,24,Iraq,69,75,Çaykur Rizespor,€1.2M,€6K,Left,1.0,3.0,3.0,Medium/ Medium,LB,29.0,"Aug 31, 2015",Not on loan,2020,5'10,165lbs,72.0,58.0,48.0,66.0,68.0,68.0,71.0,68.0,67.0,70.0,79.0,79.0,71.0,65.0,69.0,72.0,56.0,68.0,60.0,66.0,65.0,67.0,60.0,58.0,66.0,60.0,67.0,69.0,67.0,10.0,8.0,11.0,9.0,13.0,€2.7M,SÜPER LIG,No Speciality
6260,T. Ambrose,21,France,69,79,Racing Club de Lens,€1.7M,€32K,Right,1.0,2.0,3.0,High/ Medium,LM,9.0,N/A,Manchester City,"Jun 30, 2019",5'10,168lbs,68.0,69.0,69.0,64.0,49.0,67.0,48.0,31.0,53.0,69.0,78.0,83.0,74.0,59.0,72.0,73.0,85.0,75.0,76.0,55.0,34.0,19.0,66.0,61.0,65.0,60.0,30.0,21.0,29.0,9.0,11.0,16.0,11.0,7.0,No Release Clause,0,No Speciality
6261,N. Ueda,23,Japan,69,75,KSV Cercle Brugge,€1.2M,€6K,Right,1.0,2.0,2.0,Medium/ Medium,RCB,24.0,"Jul 13, 2018",Not on loan,2022,6'1,170lbs,32.0,24.0,72.0,59.0,22.0,31.0,25.0,22.0,52.0,53.0,65.0,68.0,54.0,61.0,51.0,53.0,69.0,77.0,73.0,21.0,61.0,61.0,28.0,29.0,30.0,55.0,69.0,75.0,70.0,6.0,8.0,9.0,13.0,9.0,€2M,0,No Speciality
6262,F. Cassata,20,Italy,69,80,Frosinone,€1.8M,€16K,Right,1.0,3.0,3.0,Medium/ Medium,CM,24.0,N/A,Sassuolo,"Jun 30, 2019",6'0,165lbs,62.0,36.0,29.0,74.0,38.0,70.0,52.0,58.0,70.0,75.0,68.0,66.0,67.0,72.0,59.0,55.0,35.0,69.0,50.0,64.0,77.0,47.0,57.0,69.0,40.0,57.0,62.0,59.0,50.0,10.0,7.0,5.0,7.0,10.0,No Release Clause,SERIE A TIM,No Speciality
6263,Kim Shin Wook,30,Korea Republic,69,69,Jeonbuk Hyundai Motors,€1M,€6K,Right,2.0,3.0,2.0,Medium/ Medium,RS,9.0,"Feb 2, 2016",Not on loan,2021,6'5,205lbs,52.0,67.0,80.0,67.0,68.0,61.0,53.0,61.0,62.0,69.0,61.0,44.0,42.0,71.0,64.0,73.0,69.0,65.0,90.0,68.0,68.0,26.0,63.0,68.0,69.0,67.0,51.0,40.0,42.0,7.0,10.0,7.0,10.0,8.0,€1.3M,0,Strength
6264,A. Keogh,32,Republic of Ireland,69,69,Perth Glory,€850K,€4K,Right,1.0,4.0,3.0,High/ Medium,ST,9.0,"Jan 11, 2016",Not on loan,2019,6'0,161lbs,58.0,68.0,65.0,61.0,65.0,65.0,70.0,59.0,53.0,66.0,67.0,72.0,68.0,72.0,67.0,68.0,75.0,90.0,75.0,59.0,59.0,32.0,70.0,72.0,70.0,69.0,29.0,39.0,34.0,13.0,9.0,13.0,13.0,15.0,€1.1M,HYUNDAI A-LEAGUE,No Speciality
6265,Javi Galán,23,Spain,69,74,Córdoba CF,€1.2M,€4K,Left,1.0,3.0,3.0,High/ Medium,LB,11.0,"Jul 1, 2015",Not on loan,2020,5'8,154lbs,71.0,50.0,68.0,75.0,49.0,63.0,62.0,65.0,68.0,70.0,79.0,76.0,77.0,69.0,78.0,57.0,65.0,72.0,57.0,51.0,37.0,67.0,55.0,52.0,48.0,50.0,60.0,62.0,64.0,14.0,14.0,10.0,6.0,8.0,€1.9M,LALIGA 1 | 2 | 3,No Speciality
6266,D. Melo,24,Chile,69,76,CD Palestino,€1.1M,€2K,Right,1.0,1.0,1.0,Medium/ Medium,GK,26.0,"Jan 1, 2011",Not on loan,2020,5'10,168lbs,21.0,12.0,7.0,50.0,20.0,20.0,16.0,17.0,34.0,25.0,49.0,48.0,40.0,68.0,32.0,23.0,53.0,27.0,49.0,19.0,36.0,24.0,7.0,56.0,19.0,58.0,16.0,24.0,7.0,66.0,69.0,60.0,65.0,72.0,€1.7M,CAMP. SCOTIABANK,Goalkeeper
6267,M. Vešović,26,Montenegro,69,69,Legia Warszawa,€900K,€5K,Right,1.0,2.0,3.0,Medium/ Medium,RB,20.0,"Feb 1, 2018",Not on loan,2021,5'10,154lbs,68.0,52.0,59.0,70.0,62.0,73.0,66.0,34.0,64.0,69.0,82.0,86.0,82.0,67.0,66.0,59.0,66.0,76.0,68.0,50.0,72.0,63.0,65.0,66.0,44.0,69.0,55.0,67.0,64.0,9.0,15.0,10.0,5.0,10.0,€1.3M,EKSTRAKLASA,No Speciality
6268,Pedro Pereira,20,Portugal,69,81,Genoa,€1.6M,€4K,Right,1.0,2.0,3.0,High/ Medium,RB,32.0,N/A,SL Benfica,"Jun 30, 2019",6'0,159lbs,65.0,35.0,56.0,64.0,35.0,65.0,46.0,35.0,57.0,68.0,74.0,72.0,77.0,66.0,74.0,40.0,72.0,68.0,57.0,34.0,60.0,67.0,65.0,55.0,48.0,70.0,67.0,72.0,68.0,10.0,6.0,9.0,11.0,12.0,No Release Clause,SERIE A TIM,No Speciality
6269,J. Kappelhof,27,Netherlands,69,71,Chicago Fire,€1M,€4K,Right,1.0,3.0,2.0,Medium/ Medium,RCB,4.0,"Feb 2, 2016",Not on loan,2018,5'11,161lbs,49.0,32.0,64.0,70.0,33.0,59.0,43.0,35.0,63.0,63.0,62.0,69.0,70.0,63.0,67.0,57.0,78.0,65.0,65.0,28.0,73.0,71.0,35.0,65.0,54.0,61.0,68.0,70.0,68.0,13.0,10.0,11.0,15.0,6.0,€1.6M,MLS,No Speciality
6270,Y. Okubo,36,Japan,69,69,Júbilo Iwata,€375K,€3K,Right,2.0,4.0,3.0,Medium/ Medium,ST,22.0,"Jul 1, 2018",Not on loan,2019,5'7,161lbs,53.0,69.0,66.0,65.0,72.0,67.0,70.0,67.0,60.0,70.0,39.0,54.0,74.0,72.0,75.0,74.0,40.0,55.0,65.0,67.0,59.0,13.0,78.0,65.0,77.0,67.0,29.0,20.0,14.0,10.0,16.0,9.0,15.0,15.0,€469K,MEIJI YASUDA J1,No Speciality
6271,F. Bordagaray,31,Argentina,69,69,Defensa y Justicia,€950K,€9K,Right,1.0,3.0,3.0,Medium/ Low,ST,9.0,N/A,Rosario Central,"Jun 30, 2019",5'10,165lbs,65.0,70.0,59.0,65.0,58.0,68.0,61.0,71.0,63.0,70.0,69.0,73.0,65.0,65.0,66.0,68.0,68.0,68.0,73.0,72.0,43.0,40.0,73.0,61.0,72.0,71.0,33.0,39.0,29.0,10.0,16.0,10.0,8.0,6.0,No Release Clause,0,No Speciality
6272,C. Akpom,22,England,69,76,PAOK,€1.5M,€1K,Right,1.0,3.0,3.0,Medium/ Medium,ST,47.0,"Aug 3, 2018",Not on loan,2021,6'0,154lbs,48.0,68.0,63.0,62.0,57.0,67.0,42.0,37.0,45.0,65.0,81.0,82.0,76.0,63.0,63.0,73.0,82.0,63.0,75.0,66.0,39.0,29.0,65.0,55.0,62.0,62.0,17.0,29.0,19.0,8.0,15.0,10.0,6.0,13.0,€3.4M,REST OF WORLD,No Speciality
6273,R. Taylor,33,England,69,69,Fleetwood Town,€400K,€5K,Right,2.0,3.0,3.0,Medium/ Medium,CDM,18.0,"Sep 23, 2018",Not on loan,2021,5'10,154lbs,83.0,49.0,59.0,70.0,57.0,65.0,86.0,81.0,73.0,74.0,54.0,43.0,63.0,71.0,74.0,84.0,66.0,61.0,62.0,74.0,77.0,72.0,66.0,63.0,54.0,70.0,67.0,70.0,69.0,14.0,9.0,6.0,6.0,8.0,€700K,EFL LEAGUE ONE,No Speciality
6274,Kaíque Mutto,26,Brazil,69,69,Atlético Mineiro,€750K,€11K,Right,1.0,3.0,1.0,Medium/ Medium,GK,22.0,"Jan 1, 2018",Not on loan,2021,6'3,181lbs,8.0,9.0,8.0,18.0,8.0,9.0,9.0,12.0,17.0,21.0,44.0,41.0,52.0,69.0,37.0,21.0,71.0,31.0,67.0,7.0,45.0,44.0,5.0,71.0,22.0,61.0,17.0,8.0,9.0,79.0,55.0,66.0,55.0,83.0,€1.4M,LIGA DO BRASIL,Goalkeeper
6275,N. Barrios,20,Argentina,69,82,San Lorenzo de Almagro,€2M,€7K,Right,1.0,3.0,3.0,High/ Low,LM,28.0,"Jan 1, 2017",Not on loan,2022,5'1,128lbs,63.0,58.0,47.0,73.0,51.0,73.0,63.0,45.0,65.0,70.0,83.0,71.0,70.0,65.0,94.0,65.0,62.0,51.0,28.0,60.0,42.0,26.0,57.0,67.0,57.0,65.0,44.0,40.0,51.0,13.0,8.0,7.0,12.0,6.0,€4.3M,0,No Speciality
6276,G. Sauro,28,Argentina,69,71,Columbus Crew SC,€1M,€4K,Right,1.0,3.0,2.0,Medium/ High,CB,22.0,"Aug 6, 2015",Not on loan,2019,6'3,185lbs,34.0,26.0,65.0,64.0,14.0,51.0,25.0,44.0,64.0,56.0,49.0,46.0,42.0,62.0,39.0,57.0,76.0,53.0,77.0,30.0,76.0,69.0,27.0,44.0,44.0,58.0,68.0,67.0,65.0,11.0,12.0,14.0,9.0,8.0,€1.6M,MLS,No Speciality
6277,M. Riemann,29,Germany,69,69,VfL Bochum 1848,€700K,€7K,Right,1.0,5.0,1.0,Medium/ Medium,GK,1.0,"Jul 1, 2015",Not on loan,2020,6'1,183lbs,17.0,12.0,15.0,53.0,13.0,25.0,15.0,14.0,62.0,42.0,57.0,45.0,49.0,68.0,62.0,16.0,65.0,43.0,63.0,18.0,38.0,32.0,13.0,54.0,34.0,63.0,25.0,14.0,12.0,67.0,64.0,71.0,65.0,74.0,€1.1M,0,Goalkeeper
6278,Jung Jo Gook,34,Korea Republic,69,69,Gangwon FC,€550K,€4K,Right,1.0,3.0,2.0,High/ Low,ST,9.0,"Jan 6, 2017",Not on loan,2021,6'1,170lbs,54.0,70.0,70.0,64.0,67.0,61.0,63.0,67.0,56.0,62.0,65.0,63.0,61.0,75.0,59.0,67.0,74.0,51.0,76.0,59.0,38.0,23.0,70.0,51.0,68.0,60.0,42.0,20.0,25.0,14.0,15.0,12.0,9.0,7.0,€688K,K-LEAGUE 1,No Speciality
6279,Xavi Molina,31,Spain,69,69,KAS Eupen,€700K,€6K,Right,1.0,3.0,2.0,Medium/ High,RB,44.0,"Jul 1, 2018",Not on loan,2021,6'0,172lbs,60.0,43.0,72.0,67.0,33.0,62.0,49.0,42.0,66.0,65.0,67.0,66.0,68.0,72.0,65.0,58.0,66.0,74.0,72.0,45.0,80.0,68.0,60.0,61.0,37.0,68.0,67.0,70.0,67.0,8.0,10.0,12.0,9.0,8.0,€1.1M,PRO LEAGUE,No Speciality
6280,S. Thesker,27,Germany,69,70,Holstein Kiel,€1M,€6K,Left,1.0,3.0,2.0,Medium/ Medium,CB,5.0,"Jul 1, 2018",Not on loan,2021,6'3,185lbs,42.0,29.0,72.0,60.0,40.0,52.0,33.0,31.0,61.0,64.0,44.0,45.0,50.0,62.0,45.0,58.0,59.0,71.0,78.0,39.0,72.0,70.0,41.0,37.0,45.0,70.0,69.0,66.0,63.0,13.0,7.0,10.0,14.0,12.0,€1.6M,0,No Speciality
6281,Ailton Cardenhas,30,Brazil,69,69,Santos,€675K,€7K,Right,1.0,3.0,1.0,Medium/ Medium,GK,12.0,"Jan 1, 2018",Not on loan,2021,6'4,185lbs,10.0,10.0,30.0,20.0,12.0,12.0,16.0,16.0,17.0,23.0,19.0,28.0,30.0,50.0,29.0,19.0,35.0,19.0,67.0,11.0,25.0,12.0,3.0,36.0,25.0,52.0,8.0,16.0,14.0,68.0,70.0,70.0,76.0,69.0,€1.3M,LIGA DO BRASIL,Goalkeeper
6282,G. Kyei,22,France,69,76,Racing Club de Lens,€1.5M,€9K,Right,1.0,3.0,3.0,Medium/ Low,ST,29.0,N/A,Stade de Reims,"Jun 30, 2019",6'2,185lbs,40.0,72.0,73.0,62.0,52.0,67.0,51.0,36.0,43.0,65.0,64.0,70.0,66.0,59.0,80.0,68.0,80.0,69.0,88.0,54.0,55.0,19.0,71.0,45.0,72.0,64.0,20.0,23.0,18.0,10.0,12.0,12.0,8.0,7.0,No Release Clause,0,Strength
6283,L. Wahlqvist,21,Sweden,69,76,SG Dynamo Dresden,€1.3M,€6K,Right,1.0,2.0,2.0,Medium/ High,RWB,2.0,"Jul 16, 2018",Not on loan,2022,6'0,172lbs,67.0,29.0,62.0,60.0,38.0,56.0,66.0,31.0,55.0,66.0,74.0,72.0,65.0,68.0,56.0,72.0,80.0,78.0,65.0,62.0,72.0,69.0,43.0,54.0,30.0,65.0,67.0,69.0,64.0,12.0,6.0,12.0,9.0,9.0,€2.3M,0,No Speciality
6284,G. Lorenzetti,33,Chile,69,69,Universidad de Chile,€625K,€6K,Left,1.0,2.0,3.0,Medium/ Medium,CM,22.0,"Jul 1, 2011",Not on loan,2019,5'4,139lbs,70.0,63.0,61.0,73.0,59.0,72.0,69.0,68.0,70.0,71.0,72.0,69.0,69.0,60.0,90.0,64.0,45.0,71.0,48.0,64.0,64.0,53.0,62.0,74.0,65.0,73.0,36.0,59.0,56.0,12.0,9.0,8.0,15.0,13.0,€875K,0,No Speciality
6285,João Victor,24,Brazil,69,72,LASK Linz,€1.3M,€6K,Left,1.0,4.0,4.0,Medium/ Medium,LW,29.0,"Jul 21, 2017",Not on loan,2021,5'10,159lbs,66.0,67.0,54.0,61.0,45.0,70.0,66.0,34.0,64.0,66.0,89.0,88.0,80.0,66.0,72.0,72.0,37.0,68.0,60.0,66.0,31.0,21.0,66.0,63.0,48.0,66.0,24.0,21.0,27.0,8.0,13.0,13.0,11.0,14.0,€2M,Ö. BUNDESLIGA,No Speciality
6286,D. Sánchez,31,Chile,69,69,Unión Española,€650K,€2K,Right,1.0,3.0,1.0,Medium/ Medium,GK,13.0,"Jan 1, 2013",Not on loan,2019,6'0,190lbs,14.0,20.0,18.0,43.0,20.0,22.0,16.0,24.0,31.0,18.0,51.0,43.0,50.0,67.0,62.0,35.0,59.0,44.0,56.0,13.0,21.0,21.0,12.0,45.0,22.0,58.0,24.0,24.0,18.0,72.0,68.0,68.0,63.0,70.0,€878K,CAMP. SCOTIABANK,Goalkeeper
6287,D. Oberlin,20,Switzerland,69,81,FC Basel 1893,€1.9M,€10K,Right,1.0,3.0,4.0,High/ Low,ST,19.0,"May 15, 2018",Not on loan,2021,6'0,163lbs,55.0,69.0,61.0,66.0,65.0,75.0,57.0,45.0,62.0,70.0,89.0,94.0,83.0,56.0,67.0,67.0,69.0,74.0,70.0,60.0,49.0,23.0,64.0,59.0,52.0,58.0,43.0,45.0,50.0,10.0,9.0,9.0,10.0,7.0,€3.2M,RAIFFEISEN SUPER LEAGUE,No Speciality
6288,A. Avlonitis,28,Greece,69,69,SK Sturm Graz,€850K,€10K,Right,1.0,3.0,2.0,Medium/ High,CB,5.0,"Jul 1, 2018",Not on loan,2020,6'3,183lbs,33.0,27.0,66.0,55.0,36.0,42.0,40.0,45.0,59.0,45.0,63.0,55.0,48.0,58.0,45.0,60.0,73.0,71.0,80.0,44.0,69.0,71.0,31.0,35.0,59.0,56.0,69.0,70.0,70.0,6.0,13.0,12.0,10.0,10.0,€1.2M,Ö. BUNDESLIGA,No Speciality
